culture_id,width,length,surface,volume
base_medium,3.1220207275121896,13.8062246503928,135.413071972036,108.767365203305
base_medium,3.2026143416323,14.0700630071712,141.563261244165,116.346067909696
base_medium,3.14278186644689,13.638031908928498,134.652931742926,109.378232164734
base_medium,3.01585544103064,15.8877671301177,150.530068417439,117.498971920441
base_medium,3.1809727424716003,13.7519692205838,137.427837289124,112.324373350389
base_medium,3.12877431620178,13.427426518679,131.98266547107,105.974383096916
base_medium,3.08705565065561,13.469699833177302,130.632804029957,103.671379867946
base_medium,2.92738365091182,13.7872395387961,126.796374755928,95.41216724436008
base_medium,2.9320544145328395,11.4550585691741,105.516217071204,79.4705421866729
base_medium,3.1991526077663703,12.9955547256307,130.61096935540002,107.883489677456
base_medium,3.0361784752164103,14.9235891154705,142.347699559678,110.652118632791
base_medium,3.07331076409658,13.1306795873439,126.777899987644,100.401088198058
base_medium,3.0928621124918596,13.3600955183234,129.81354033106,103.273172947516
base_medium,2.7966719771659903,11.2520222312973,98.8603138846536,71.3312011358611
base_medium,3.27768509140762,13.4021259263106,138.003719797983,117.873640049168
base_medium,3.1707678766600496,14.4602104090908,144.041930976711,117.446992155356
base_medium,3.06988089618048,13.8127374406321,133.21439463074,104.644745502364
base_medium,3.2034634583765502,13.1050777842677,131.889204901553,107.980951924677
base_medium,3.05338089467347,14.9896394659055,143.787801604166,112.565236252203
base_medium,3.14853955664917,12.1500528466834,120.18138192878,96.90806029420592
base_medium,2.72240331782919,12.8961487406835,110.296662600621,77.03920694382491
base_medium,3.00858886484206,14.2584637886278,134.767587329821,103.710411549312
base_medium,2.8440136031907097,12.7559112467602,113.970651498813,83.1672326640081
base_medium,3.00774251492382,13.2988615187789,125.662296165756,97.400829309431
base_medium,2.89703520416574,13.72322954462,124.899291009316,92.5683970656952
base_medium,2.93533742668115,14.0108260914365,129.202717194803,97.2784735304147
base_medium,3.06568149344902,14.552957886435,140.161319531327,109.666692079667
base_medium,3.0695784294088297,13.6928109483079,132.044774445461,104.682110104892
